a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2016,1060,MEAN,3,1,1,WED,2,3,7,59,307138,411314,11,60, , , , , , , , , , 
2016,1061,BELC,3,2,1,WED,2,3,8,52,334201,379886,12,70, , , , , , , , , , 
2016,1062,CCGL,2,1,1,WED,2,3,9,20,294234,441473,13,60,1,1,1,1,2,1,2,1,1,1
2016,1063,BELC,3,2,1,TUE,1,3,11,40,338150,376541,11,50, , , , , , , , , , 
2016,1064,ARND,3,2,1,WED,2,3,9,45,349577,373554,13,30, , , , , , , , , , 
2016,1065,BELC,3,2,1,WED,2,3,11,0,332134,373749,13,30, , , , , , , , , , 
2016,1066,ANTN,3,2,2,WED,2,3,12,10,301852,389566,13,60, , , , , , , , , , 
2016,1067,MIDU,3,2,1,WED,2,3,12,36,280898,374711,13,60, , , , , , , , , , 
2016,1068,BELC,3,2,1,WED,2,3,13,12,327713,368178,1,30, , , , , , , , , , 
2016,1069,ARND,3,2,1,TUE,23,2,12,0,350073,380997,13,30, , , , , , , , , , 
2016,1070,LISC,2,2,1,WED,2,3,13,30,323965,364368,13,50,12,7,1,1,1,1,1,1,1,1
2016,1071,BELC,3,1,1,WED,2,3,13,0,336215,372381,13,30, , , , , , , , , , 
2016,1072,BELC,3,1,1,WED,2,3,14,10,333591,373192,13,30, , , , , , , , , , 
2016,1073,NEMD,3,2,4,WED,2,3,14,15,306818,329292,13,30, , , , , , , , , , 
2016,1074,ARND,3,3,2,WED,2,3,14,19,350924,374266,13,40, , , , , , , , , , 
2016,1075,DCST,3,2,1,WED,2,3,15,50,235452,399563,13,40, , , , , , , , , , 
2016,1076,DCST,3,2,1,WED,2,3,15,30,243310,416197,13,30, , , , , , , , , , 
2016,1077,LISC,3,1,1,WED,2,3,16,15,320006,369274,13,60, , , , , , , , , , 
2016,1078,CCGL,3,1,2,WED,2,3,17,32,265328,420930,13,60, , , , , , , , , , 
2016,1079,ARND,3,2,1,WED,2,3,18,13,350046,379996,1,30, , , , , , , , , , 
2016,1080,BELC,3,3,2,WED,2,3,18,45,333662,373400,2,30, , , , , , , , , , 
2016,1081,ANTN,3,2,1,WED,2,3,19,26,330387,383127,1,30, , , , , , , , , , 
2016,1082,ARND,3,2,3,WED,2,3,21,5,357392,372262,13,60, , , , , , , , , , 
2016,1083,NEMD,3,2,1,THU,3,3,3,40,348654,344956,13,30, , , , , , , , , , 
2016,1084,NEMD,3,3,1,THU,3,3,8,45,305019,327359,13,40, , , , , , , , , , 
2016,1085,LISC,3,2,2,THU,3,3,9,23,315648,372316,13,60, , , , , , , , , , 
2016,1086,MIDU,3,2,1,THU,3,3,10,2,292454,393077,13,30, , , , , , , , , , 
2016,1087,BELC,3,2,1,THU,3,3,10,0,334548,373915,13,30, , , , , , , , , , 
2016,1088,NEMD,3,1,1,THU,3,3,12,15,350558,350455,13,60, , , , , , , , , , 
2016,1089,MEAN,3,2,1,THU,3,3,12,30,340723,399964,13,30, , , , , , , , , , 
2016,1090,BELC,3,3,3,THU,3,3,12,38,336155,370993,11,40, , , , , , , , , , 
2016,1091,LISC,3,1,2,THU,3,3,13,10,326492,364319,2,30, , , , , , , , , , 
2016,1092,ARBC,3,2,2,THU,3,3,13,15,300160,354921,13,30, , , , , , , , , , 
2016,1093,MIDU,3,2,1,THU,3,3,17,22,282805,361173,13,60, , , , , , , , , , 
2016,1094,NEMD,3,2,2,THU,3,3,17,20,308804,326908,1,30, , , , , , , , , , 
2016,1095,MIDU,3,1,1,THU,3,3,18,5,275551,365373,13,60, , , , , , , , , , 
2016,1096,CCGL,2,2,5,THU,3,3,18,30,288707,440658,13,60,1,1,1,1,6,5,2,1,1,1
2016,1097,ARND,3,2,2,THU,3,3,18,0,348725,380787,13,30, , , , , , , , , , 
2016,1098,BELC,3,2,1,THU,3,3,20,19,333244,376267,13,30, , , , , , , , , , 
2016,1099,ARBC,2,2,3,THU,3,3,21,0,297425,339972,13,60,10,7,1,1,6,9,2,1,1,1
2016,1100,BELC,3,4,3,FRI,4,3,7,57,335764,372721,13,30, , , , , , , , , , 
2016,1101,ANTN,3,3,1,FRI,4,3,8,5,316677,385441,13,40, , , , , , , , , , 
2016,1102,NEMD,3,2,1,FRI,4,3,8,52,313563,319093,13,30, , , , , , , , , , 
2016,1103,BELC,3,2,1,FRI,4,3,9,20,335130,373366,13,30, , , , , , , , , , 
2016,1104,CCGL,3,1,1,FRI,4,3,10,40,269822,426180,13,60, , , , , , , , , , 
2016,1105,MEAN,3,2,2,FRI,4,3,11,9,310691,403125,13,30, , , , , , , , , , 
2016,1106,BELC,3,6,4,FRI,4,3,12,27,331624,375875,13,30, , , , , , , , , , 
2016,1107,CCGL,3,2,1,THU,25,2,15,40,286109,431449,11,50, , , , , , , , , , 
2016,1108,LISC,3,2,1,FRI,4,3,13,0,326057,362526,13,40, , , , , , , , , , 
2016,1109,NEMD,3,2,1,FRI,4,3,16,13,307738,328375,13,40, , , , , , , , , , 
2016,1110,BELC,3,2,3,FRI,4,3,16,41,328356,371325,13,30, , , , , , , , , , 
2016,1111,ANTN,3,2,2,FRI,4,3,17,12,331871,382113,13,30, , , , , , , , , , 
2016,1112,BELC,3,2,1,FRI,4,3,17,26,333589,373340,13,30, , , , , , , , , , 
2016,1113,LISC,3,1,1,FRI,4,3,18,0,336577,370241,13,40, , , , , , , , , , 
2016,1114,NEMD,3,2,1,FRI,4,3,19,30,298288,321470,13,60, , , , , , , , , , 
2016,1115,BELC,3,1,1,FRI,4,3,17,0,333545,374058,2,20, , , , , , , , , , 
2016,1116,ANTN,3,1,1,FRI,4,3,21,6,306468,394401,13,60, , , , , , , , , , 
2016,1117,BELC,3,2,1,FRI,4,3,21,0,333542,373110,13,30, , , , , , , , , , 
2016,1118,BELC,3,2,1,FRI,4,3,21,55,329652,369669,13,30, , , , , , , , , , 
2016,1119,BELC,3,1,2,FRI,4,3,23,0,333486,373638,13,30, , , , , , , , , , 
2016,1120,LISC,3,1,1,SAT,5,3,5,29,324203,368537,13,40, , , , , , , , , , 
2016,1121,ANTN,3,1,1,SAT,5,3,6,13,330830,380222,13,60, , , , , , , , , , 
2016,1122,ANTN,3,3,1,SAT,5,3,7,35,334236,380336,13,30, , , , , , , , , , 
2016,1123,DCST,3,2,1,SAT,5,3,11,6,244151,416303,13,30, , , , , , , , , , 
2016,1124,FERO,3,2,1,SAT,5,3,12,0,246201,386701,13,60, , , , , , , , , , 
2016,1125,ANTN,3,2,1,SAT,5,3,12,29,333235,381906,13,30, , , , , , , , , , 
2016,1126,DCST,3,2,1,SAT,5,3,13,15,244026,416285,11,30, , , , , , , , , , 
2016,1127,BELC,3,2,2,SAT,5,3,12,45,331426,373270,13,30, , , , , , , , , , 
2016,1128,BELC,3,2,2,SAT,5,3,17,15,332610,372537,13,30, , , , , , , , , , 
2016,1129,NEMD,3,2,1,SAT,5,3,18,0,291365,314813,13,30, , , , , , , , , , 
2016,1130,NEMD,3,2,1,SAT,5,3,14,10,291465,311830,13,60, , , , , , , , , , 
2016,1131,BELC,3,2,3,SAT,5,3,15,0,336497,374053,13,30, , , , , , , , , , 
2016,1132,MEAN,3,2,2,SAT,5,3,19,0,341342,387756,13,30, , , , , , , , , , 
2016,1133,ARBC,3,1,2,SAT,5,3,23,10,301215,349011,13,60, , , , , , , , , , 
2016,1134,CCGL,2,2,5,SUN,6,3,1,11,267984,421479,13,30,1,1,1,1,4,1,1,1,1,1
2016,1135,FERO,2,1,3,SUN,6,3,5,30,255973,384362,13,60,1,1,1,1,6,2,2,1,1,1
2016,1136,DCST,3,3,1,SUN,6,3,12,46,245027,415925,13,30, , , , , , , , , , 
2016,1137,BELC,3,2,1,SUN,6,3,14,22,334400,373901,13,20, , , , , , , , , , 
2016,1138,BELC,3,1,1,SUN,6,3,15,10,327329,369414,13,30, , , , , , , , , , 
2016,1139,NEMD,3,2,1,SUN,6,3,16,43,347755,336508,13,60, , , , , , , , , , 
2016,1140,NEMD,2,2,2,SUN,6,3,17,34,337426,332581,13,40,12,7,1,1,2,1,1,1,1,1
2016,1141,CCGL,3,2,5,SUN,6,3,18,30,294465,412430,13,60, , , , , , , , , , 
2016,1142,BELC,3,2,1,SUN,6,3,18,40,337044,373468,13,30, , , , , , , , , , 
2016,1143,BELC,3,2,2,SUN,6,3,18,52,330834,371293,1,30, , , , , , , , , , 
2016,1144,MIDU,3,2,4,SUN,6,3,21,27,290013,390488,13,30, , , , , , , , , , 
2016,1145,ARBC,3,2,2,MON,7,3,7,57,306166,340311,13,60, , , , , , , , , , 
2016,1146,ARBC,3,2,1,MON,7,3,9,0,308313,349025,13,60, , , , , , , , , , 
2016,1147,ARND,3,1,1,MON,7,3,13,38,349347,380244,13,30, , , , , , , , , , 
2016,1148,MEAN,2,2,4,MON,7,3,14,26,314947,400693,13,60,1,1,1,1,2,2,2,1,1,1
2016,1149,LISC,3,2,1,MON,7,3,14,37,328997,369545,11,40, , , , , , , , , , 
2016,1150,ARND,3,2,1,MON,7,3,15,0,348854,374099,13,30, , , , , , , , , , 
2016,1151,ANTN,3,2,2,FRI,4,3,16,27,334633,382603,13,30, , , , , , , , , , 
2016,1152,CCGL,3,2,4,MON,7,3,16,25,264010,422645,13,60, , , , , , , , , , 
2016,1153,ANTN,3,2,1,MON,7,3,16,36,329499,382820,13,40, , , , , , , , , , 
2016,1154,BELC,3,2,1,MON,7,3,16,55,336587,371925,13,30, , , , , , , , , , 
2016,1155,BELC,3,2,1,MON,7,3,16,59,333401,375196,13,30, , , , , , , , , , 
2016,1156,NEMD,3,1,2,MON,7,3,17,0,341781,357392,13,60, , , , , , , , , , 
2016,1157,CCGL,3,1,1,MON,7,3,18,13,298675,431327,13,60, , , , , , , , , , 
2016,1158,BELC,3,2,5,MON,7,3,18,20,333448,373182,13,30, , , , , , , , , , 
2016,1159,BELC,3,2,1,MON,7,3,19,20,332269,369721,1,30, , , , , , , , , , 
2016,1160,ARBC,3,2,1,MON,7,3,19,30,307312,358210,13,40, , , , , , , , , , 
2016,1161,FERO,3,1,1,TUE,8,3,7,50,245345,377135,13,40, , , , , , , , , , 
2016,1162,NEMD,3,2,1,TUE,8,3,8,0,299073,327077,13,30, , , , , , , , , , 
2016,1163,LISC,3,1,1,TUE,8,3,8,0,324701,366304,13,30, , , , , , , , , , 
2016,1164,MIDU,3,3,1,TUE,8,3,8,34,282021,359850,13,50, , , , , , , , , , 
2016,1165,DCST,3,3,1,TUE,8,3,8,40,243114,415438,13,30, , , , , , , , , , 
2016,1166,ARND,3,2,3,TUE,8,3,8,30,348859,373143,13,30, , , , , , , , , , 
2016,1167,CCGL,3,2,1,TUE,8,3,8,45,285177,435095,13,30, , , , , , , , , , 
2016,1168,DCST,3,2,1,TUE,8,3,8,45,233924,393604,13,30, , , , , , , , , , 
2016,1169,NEMD,3,2,1,TUE,8,3,8,50,311976,326764,13,60, , , , , , , , , , 
2016,1170,FERO,3,2,1,TUE,8,3,10,0,223627,343922,13,30, , , , , , , , , , 
2016,1171,NEMD,3,1,1,TUE,8,3,9,30,350729,343351,13,60, , , , , , , , , , 
2016,1172,FERO,3,1,1,TUE,8,3,10,20,245962,372123,1,30, , , , , , , , , , 
2016,1173,BELC,3,1,1,MON,7,3,15,59,333266,378299,13,30, , , , , , , , , , 
2016,1174,ARBC,3,2,1,TUE,8,3,13,33,287569,345341,2,30, , , , , , , , , , 
2016,1175,MIDU,3,2,1,TUE,8,3,15,59,280274,362476,13,30, , , , , , , , , , 
2016,1176,ARBC,3,1,1,TUE,8,3,15,10,303113,346417,13,30, , , , , , , , , , 
2016,1177,ARBC,2,1,1,MON,7,3,16,30,300786,354532,13,30,10,7,1,12,2,1,1,1,1,2
2016,1178,NEMD,3,2,1,TUE,8,3,17,0,334263,338176,13,60, , , , , , , , , , 
2016,1179,MIDU,3,2,1,TUE,8,3,17,55,282157,359764,13,40, , , , , , , , , , 
2016,1180,ARND,3,2,1,TUE,8,3,14,55,346988,380016,13,30, , , , , , , , , , 
2016,1181,MIDU,3,2,1,TUE,8,3,18,2,280993,377129,13,30, , , , , , , , , , 
2016,1182,ANTN,3,2,1,TUE,8,3,18,0,313661,388817,13,30, , , , , , , , , , 
2016,1183,MEAN,3,2,2,TUE,8,3,18,25,341131,388712,13,30, , , , , , , , , , 
2016,1184,FERO,3,1,1,TUE,8,3,19,31,246857,373668,13,30, , , , , , , , , , 
2016,1185,CCGL,2,1,2,TUE,8,3,21,45,282416,438989,13,30,1,1,1,1,4,2,2,1,1,1
2016,1186,BELC,3,2,2,TUE,8,3,21,56,330175,373876,13,30, , , , , , , , , , 
2016,1187,ANTN,3,5,1,WED,9,3,7,56,314101,390012,12,70, , , , , , , , , , 
2016,1188,MIDU,2,2,2,WED,9,3,8,8,273443,378327,13,60,10,7,1,1,2,1,2,1,1,1
2016,1189,DCST,3,2,2,WED,9,3,8,45,241240,412330,13,30, , , , , , , , , , 
2016,1190,DCST,3,1,1,THU,3,3,11,30,243387,416908,2,30, , , , , , , , , , 
2016,1191,FERO,3,2,1,WED,9,3,9,25,203340,341098,13,60, , , , , , , , , , 
2016,1192,MIDU,3,2,1,WED,9,3,9,41,280941,361135,13,40, , , , , , , , , , 
2016,1193,LISC,3,3,4,WED,9,3,10,4,337003,365259,13,30, , , , , , , , , , 
2016,1194,ARND,3,1,1,WED,9,3,12,30,346491,380018,13,60, , , , , , , , , , 
2016,1195,ARND,3,2,2,WED,9,3,12,51,346492,380018,11,60, , , , , , , , , , 
2016,1196,ARBC,2,3,3,WED,9,3,12,55,281544,332565,13,60,12,7,1,1,2,8,1,1,1,1
2016,1197,MEAN,3,3,1,WED,9,3,15,22,339847,402622,13,30, , , , , , , , , , 
2016,1198,NEMD,3,2,1,WED,9,3,15,30,308094,323783,1,40, , , , , , , , , , 
2016,1199,MIDU,3,2,1,WED,9,3,16,12,280819,378916,13,30, , , , , , , , , , 
2016,1200,BELC,3,2,1,WED,9,3,16,37,336130,373088,13,30, , , , , , , , , , 
2016,1201,MIDU,3,2,1,WED,9,3,17,0,281083,378250,13,30, , , , , , , , , , 
2016,1202,MIDU,3,3,1,WED,9,3,18,0,286558,378219,13,40, , , , , , , , , , 
2016,1203,ARND,3,1,2,WED,9,3,13,0,350762,381993,13,30, , , , , , , , , , 
2016,1204,MEAN,3,1,2,THU,10,3,0,38,287394,386628,13,60, , , , , , , , , , 
2016,1205,MEAN,3,1,1,THU,10,3,1,8,336987,403612,13,60, , , , , , , , , , 
2016,1206,MIDU,3,2,1,THU,10,3,7,45,293420,377392,13,60, , , , , , , , , , 
2016,1207,ANTN,3,2,1,THU,10,3,7,46,330880,384575,12,30, , , , , , , , , , 
2016,1208,CCGL,3,2,1,THU,10,3,7,57,296090,430229,13,60, , , , , , , , , , 
2016,1209,ANTN,3,2,1,THU,10,3,8,0,314704,386967,11,30, , , , , , , , , , 
2016,1210,LISC,3,3,5,THU,10,3,8,55,328545,368002,13,30, , , , , , , , , , 
2016,1211,BELC,3,2,2,THU,10,3,9,30,328775,371640,13,30, , , , , , , , , , 
2016,1212,ARND,3,2,1,THU,10,3,8,30,345581,369347,13,30, , , , , , , , , , 
2016,1213,BELC,3,2,1,THU,10,3,11,41,340649,373934,13,30, , , , , , , , , , 
2016,1214,BELC,3,2,1,THU,10,3,10,0,337375,374036,13,30, , , , , , , , , , 
2016,1215,ANTN,3,2,1,THU,10,3,13,0,334419,380080,13,30, , , , , , , , , , 
2016,1216,ARBC,3,2,1,THU,10,3,8,30,314270,354928,13,60, , , , , , , , , , 
2016,1217,NEMD,3,2,1,THU,10,3,15,13,337981,332432,13,40, , , , , , , , , , 
2016,1218,NEMD,3,2,4,THU,10,3,15,30,354851,343153,13,60, , , , , , , , , , 
2016,1219,CCGL,3,2,1,THU,10,3,16,20,281627,438353,13,30, , , , , , , , , , 
2016,1220,ARBC,3,2,1,THU,10,3,17,33,307665,358361,13,30, , , , , , , , , , 
2016,1221,ANTN,3,2,1,THU,10,3,17,0,319597,377763,13,60, , , , , , , , , , 
2016,1222,MEAN,3,2,1,THU,10,3,17,50,302755,405989,13,60, , , , , , , , , , 
2016,1223,BELC,3,1,1,THU,10,3,20,19,332891,375980,13,30, , , , , , , , , , 
2016,1224,MEAN,3,3,2,THU,10,3,20,0,329549,416531,13,60, , , , , , , , , , 
2016,1225,DCST,2,2,1,THU,10,3,22,30,240134,385830,13,30,1,1,1,1,4,1,1,1,1,2
2016,1226,MEAN,3,1,1,FRI,11,3,4,0,310690,413547,13,60, , , , , , , , , , 
2016,1227,LISC,3,1,1,FRI,11,3,9,40,314117,367386,13,60, , , , , , , , , , 
2016,1228,BELC,3,1,1,FRI,11,3,9,40,335046,374438,13,30, , , , , , , , , , 
2016,1229,DCST,2,1,1,FRI,11,3,9,50,245182,416830,13,30,1,1,1,1,1,1,1,1,1,1
2016,1230,BELC,3,3,2,FRI,11,3,12,31,332592,372391,13,30, , , , , , , , , , 
2016,1231,CCGL,3,2,1,FRI,11,3,12,30,285013,432148,2,30, , , , , , , , , , 
2016,1232,ANTN,3,2,1,FRI,11,3,12,0,331708,382361,13,30, , , , , , , , , , 
2016,1233,ANTN,3,2,2,FRI,11,3,14,55,334225,380758,14,30, , , , , , , , , , 
2016,1234,LISC,3,2,3,FRI,11,3,15,58,329853,367532,12,70, , , , , , , , , , 
2016,1235,DCST,3,2,2,FRI,11,3,16,20,245063,401804,13,60, , , , , , , , , , 
2016,1236,BELC,3,2,4,FRI,11,3,19,8,332297,374007,13,30, , , , , , , , , , 
2016,1237,BELC,3,2,2,FRI,11,3,23,26,334205,375325,12,70, , , , , , , , , , 
2016,1238,DCST,3,1,2,SAT,12,3,2,34,241136,415329,13,60, , , , , , , , , , 
2016,1239,CCGL,3,2,1,SAT,12,3,10,10,278444,429939,13,60, , , , , , , , , , 
2016,1240,ARND,2,1,1,SAT,12,3,10,29,358667,370444,13,60,12,7,1,1,2,2,2,1,1,1
2016,1241,LISC,2,2,1,SAT,12,3,12,30,322098,362310,13,60,12,7,1,1,2,1,1,1,1,1
2016,1242,ARND,2,2,3,SAT,12,3,12,50,351475,376787,13,60,1,1,1,1,2,1,1,1,1,1
2016,1243,NEMD,3,2,2,SAT,12,3,13,25,336538,333386,13,60, , , , , , , , , , 
2016,1244,BELC,3,2,5,SAT,12,3,16,7,331263,375396,13,30, , , , , , , , , , 
2016,1245,ARND,3,2,2,SAT,12,3,11,45,351629,380584,13,30, , , , , , , , , , 
2016,1246,NEMD,3,2,6,SAT,12,3,16,59,308770,327747,13,30, , , , , , , , , , 
2016,1247,ANTN,3,2,1,SAT,12,3,17,0,334631,380536,13,30, , , , , , , , , , 
2016,1248,ARND,3,1,1,SAT,12,3,21,15,357834,380005,13,30, , , , , , , , , , 
2016,1249,NEMD,3,1,1,SUN,13,3,0,1,308511,326553,2,30, , , , , , , , , , 
2016,1250,FERO,3,1,1,SUN,13,3,2,32,252541,376693,13,60, , , , , , , , , , 
2016,1251,BELC,2,2,1,SUN,13,3,14,0,330361,376066,13,30,12,7,1,1,1,1,1,1,1,1
2016,1252,ARND,3,2,1,SUN,13,3,16,30,363332,356167,13,60, , , , , , , , , , 
2016,1253,BELC,3,2,1,SUN,13,3,17,18,333841,373942,13,20, , , , , , , , , , 
2016,1254,ARBC,2,1,1,SUN,13,3,15,0,308933,359839,13,40,12,7,1,1,1,1,1,1,1,2
2016,1255,NEMD,3,1,1,SUN,13,3,22,30,312471,329483,13,60, , , , , , , , , , 
2016,1256,ARBC,3,2,1,MON,14,3,7,9,315150,335967,13,60, , , , , , , , , , 
2016,1257,MIDU,2,1,1,MON,14,3,6,30,278080,379166,13,60,12,7,1,1,7,9,1,1,8,1
2016,1258,LISC,3,2,3,MON,14,3,8,10,342868,375076,13,60, , , , , , , , , , 
2016,1259,MEAN,3,2,2,MON,14,3,11,20,312958,392526,11,70, , , , , , , , , , 
2016,1260,BELC,3,2,1,MON,14,3,11,47,337954,372432,11,40, , , , , , , , , , 
2016,1261,BELC,3,3,4,MON,14,3,13,7,333122,377244,13,30, , , , , , , , , , 
2016,1262,LISC,3,2,1,MON,14,3,13,59,326512,363901,13,30, , , , , , , , , , 
2016,1263,BELC,3,2,2,MON,14,3,14,12,334414,375410,13,30, , , , , , , , , , 
2016,1264,BELC,3,2,1,MON,14,3,14,16,338733,373944,13,30, , , , , , , , , , 
2016,1265,BELC,3,2,1,MON,14,3,11,40,338943,375045,13,30, , , , , , , , , , 
2016,1266,DCST,3,2,1,MON,14,3,15,20,226311,384683,13,30, , , , , , , , , , 
2016,1267,BELC,3,2,1,MON,14,3,16,30,333120,371856,13,30, , , , , , , , , , 
2016,1268,ARBC,3,2,1,MON,14,3,17,30,314136,345280,13,40, , , , , , , , , , 
2016,1269,LISC,3,2,1,MON,14,3,17,5,325752,364056,13,30, , , , , , , , , , 
2016,1270,ARBC,3,2,2,MON,14,3,20,10,306714,359650,13,40, , , , , , , , , , 
2016,1271,LISC,3,1,1,TUE,15,3,7,24,316097,361382,14,70, , , , , , , , , , 
2016,1272,CCGL,2,2,3,TUE,15,3,8,10,304949,422279,13,60,1,1,1,1,2,1,1,1,1,1
2016,1273,FERO,3,2,1,TUE,15,3,9,57,237850,373292,13,60, , , , , , , , , , 
2016,1274,BELC,3,2,1,TUE,15,3,10,6,336688,372666,13,30, , , , , , , , , , 
2016,1275,BELC,3,2,2,TUE,15,3,10,44,334127,375040,2,30, , , , , , , , , , 
2016,1276,FERO,2,1,1,TUE,15,3,11,25,219703,358574,13,60,1,1,1,1,1,1,1,1,1,1
2016,1277,LISC,3,2,1,TUE,15,3,12,20,342294,373163,13,30, , , , , , , , , , 
2016,1278,FERO,2,1,1,TUE,15,3,15,6,230265,341043,13,30,1,1,1,1,1,1,1,1,1,1
2016,1279,BELC,3,2,1,TUE,15,3,13,39,333674,375030,11,30, , , , , , , , , , 
2016,1280,DCST,3,3,1,TUE,15,3,14,6,245349,420766,13,40, , , , , , , , , , 
2016,1281,LISC,3,1,3,TUE,15,3,14,30,326881,367139,13,30, , , , , , , , , , 
2016,1282,BELC,3,2,1,TUE,15,3,8,58,334374,375328,13,30, , , , , , , , , , 
2016,1283,LISC,3,2,3,TUE,15,3,16,15,325887,365164,13,30, , , , , , , , , , 
2016,1284,DCST,3,3,2,TUE,15,3,16,30,238303,386691,13,60, , , , , , , , , , 
2016,1285,NEMD,3,2,1,TUE,15,3,17,9,337697,331740,2,30, , , , , , , , , , 
2016,1286,ARND,3,2,1,MON,14,3,8,0,350086,380023,13,30, , , , , , , , , , 
2016,1287,CCGL,3,2,1,TUE,15,3,13,12,285848,431562,11,60, , , , , , , , , , 
2016,1288,NEMD,3,4,2,TUE,15,3,17,30,345313,352213,13,40, , , , , , , , , , 
2016,1289,NEMD,3,3,1,TUE,15,3,18,25,352041,354909,13,60, , , , , , , , , , 
2016,1290,BELC,3,2,1,TUE,15,3,19,18,333507,375144,11,50, , , , , , , , , , 
2016,1291,MIDU,3,2,1,TUE,15,3,8,40,292926,379300,13,30, , , , , , , , , , 
2016,1292,NEMD,2,2,3,TUE,15,3,20,20,331759,349297,13,60,1,1,1,1,6,1,1,1,1,1
2016,1293,ANTN,3,2,2,TUE,15,3,21,48,317861,388318,12,70, , , , , , , , , , 
2016,1294,ARBC,2,2,3,TUE,15,3,23,30,307817,361155,13,60,12,7,1,1,4,1,1,1,1,1
2016,1295,LISC,2,2,2,WED,16,3,8,45,316008,362876,13,60,12,7,1,1,3,1,1,1,1,1
2016,1296,BELC,3,2,1,WED,16,3,8,54,335937,372500,13,30, , , , , , , , , , 
2016,1297,BELC,3,2,1,WED,16,3,10,20,332191,376684,1,30, , , , , , , , , , 
2016,1298,DCST,3,2,1,WED,16,3,11,5,243717,418795,13,30, , , , , , , , , , 
2016,1299,LISC,3,2,1,WED,16,3,8,40,324821,365996,13,50, , , , , , , , , , 
2016,1300,BELC,3,2,2,WED,16,3,12,32,334084,373967,2,30, , , , , , , , , , 
2016,1301,DCST,3,2,1,WED,16,3,14,20,247964,419956,13,60, , , , , , , , , , 
2016,1302,DCST,3,2,2,WED,16,3,15,15,243077,420022,13,30, , , , , , , , , , 
2016,1303,DCST,3,2,1,SAT,20,2,14,30,244995,415886,1,60, , , , , , , , , , 
2016,1304,DCST,3,1,1,WED,16,3,16,54,245852,416473,13,30, , , , , , , , , , 
2016,1305,LISC,3,2,1,WED,16,3,19,0,317371,373349,13,60, , , , , , , , , , 
2016,1306,ARBC,3,2,1,WED,16,3,19,50,299948,352296,13,60, , , , , , , , , , 
2016,1307,LISC,2,1,1,THU,17,3,7,24,331059,352774,13,60,1,1,1,1,2,1,2,1,1,1
2016,1308,ARND,3,3,2,THU,17,3,8,45,344754,377471,13,60, , , , , , , , , , 
2016,1309,ARBC,2,2,1,THU,17,3,8,55,306890,359966,13,40,12,3,1,11,1,1,1,1,1,1
2016,1310,NEMD,3,2,1,THU,17,3,10,30,307898,326870,13,30, , , , , , , , , , 
2016,1311,MEAN,3,1,1,THU,17,3,11,28,313667,405445,13,50, , , , , , , , , , 
2016,1312,MEAN,3,2,1,THU,17,3,8,0,313122,405012,13,50, , , , , , , , , , 
2016,1313,MIDU,3,2,1,THU,17,3,13,50,276831,362705,13,60, , , , , , , , , , 
2016,1314,NEMD,3,2,2,THU,17,3,14,32,309719,323169,13,60, , , , , , , , , , 
2016,1315,MEAN,3,2,1,THU,17,3,16,0,310705,403811,1,30, , , , , , , , , , 
2016,1316,ARBC,2,1,1,THU,17,3,17,30,294554,347269,13,30,10,7,1,1,1,1,1,1,1,1
2016,1317,MIDU,3,2,1,WED,16,3,7,45,286750,387731,13,60, , , , , , , , , , 
2016,1318,NEMD,3,1,1,THU,17,3,19,55,308474,325926,13,30, , , , , , , , , , 
2016,1319,BELC,3,1,1,THU,17,3,20,36,334070,373954,2,20, , , , , , , , , , 
2016,1320,MEAN,3,2,1,THU,17,3,21,30,309194,414906,13,60, , , , , , , , , , 
2016,1321,DCST,2,2,1,THU,17,3,21,30,244211,416762,13,30,8,3,1,11,4,1,1,1,1,2
2016,1322,MIDU,3,1,2,FRI,18,3,0,30,267502,372543,13,60, , , , , , , , , , 
2016,1323,MIDU,3,1,2,FRI,18,3,0,54,283654,365645,13,60, , , , , , , , , , 
2016,1324,FERO,3,2,3,FRI,18,3,8,0,241359,343443,13,60, , , , , , , , , , 
2016,1325,ANTN,3,2,1,FRI,18,3,7,35,345295,368878,13,40, , , , , , , , , , 
2016,1326,BELC,3,1,1,FRI,18,3,9,27,335767,373089,13,30, , , , , , , , , , 
2016,1327,LISC,2,1,1,THU,17,3,14,0,318507,364263,13,60,1,1,1,1,3,1,1,1,1,2
2016,1328,FERO,3,2,3,FRI,18,3,12,28,224112,344354,13,40, , , , , , , , , , 
2016,1329,BELC,3,2,1,FRI,18,3,13,17,336805,374571,13,30, , , , , , , , , , 
2016,1330,MEAN,2,1,2,FRI,18,3,14,38,310437,403279,13,30,12,7,1,11,1,1,1,1,1,1
2016,1331,MEAN,3,2,2,FRI,18,3,13,0,338553,407355,13,60, , , , , , , , , , 
2016,1332,BELC,3,2,1,THU,17,3,15,30,330309,371412,13,30, , , , , , , , , , 
2016,1333,BELC,3,1,2,FRI,18,3,17,48,333755,373944,13,30, , , , , , , , , , 
2016,1334,ARBC,3,1,1,FRI,18,3,17,5,284255,334431,13,30, , , , , , , , , , 
2016,1335,BELC,3,2,1,FRI,18,3,23,5,332522,371982,13,30, , , , , , , , , , 
2016,1336,BELC,3,1,1,SAT,19,3,2,24,338705,374623,13,30, , , , , , , , , , 
